"date","browser","browser_version","visitors","visits","visit_duration","bounces","pageviews"
"2026-01-29","Chrome","139.0",1,1,0,0,2
"2026-01-30","Chrome","137.0",1,1,0,1,1
"2026-02-01","Chrome","139.0",1,1,0,1,1
"2026-02-01","Safari","26.2",1,1,0,1,1
"2026-02-02","Chrome","143.0",1,1,1,0,2
"2026-02-03","Chrome","139.0",1,1,0,0,2
"2026-02-03","Safari","13.0",1,1,0,1,1
"2026-02-03","Safari","26.2",1,1,0,1,1
"2026-02-04","Chrome","139.0",1,1,0,1,1
"2026-02-05","Chrome","144.0",1,1,0,0,2
"2026-02-05","360 Secure Browser","",2,2,0,2,2
"2026-02-05","Chrome","139.0",2,2,0,0,4
"2026-02-05","Chrome","117.0",1,1,0,0,2
"2026-02-05","Chrome","125.0",1,1,0,0,2
"2026-02-05","Chrome","138.0",1,1,0,1,1
"2026-02-06","Chrome","144.0",1,1,0,0,2
"2026-02-06","Chrome","131.0",1,1,0,0,2
"2026-02-06","Smart Lenovo Browser","9.0",1,1,0,1,1
"2026-02-06","360 Secure Browser","",2,2,0,2,2
"2026-02-06","Chrome","138.0",4,4,0,4,4
"2026-02-07","Chrome","138.0",5,5,0,5,5
"2026-02-08","Chrome","139.0",1,1,4,0,2
"2026-02-08","Chrome","108.0",1,1,0,1,1
"2026-02-09","Chrome","144.0",1,1,0,1,1
"2026-02-09","Safari","26.2",1,1,0,1,1
"2026-02-10","Chrome","144.0",1,1,0,1,1
"2026-02-10","Chrome","133.0",1,1,0,1,1
"2026-02-10","Chrome","139.0",2,2,0,2,2
"2026-02-10","Chrome","138.0",1,1,0,1,1
"2026-02-11","Chrome","144.0",1,1,0,1,1
"2026-02-11","Chrome","139.0",1,1,0,1,1
"2026-02-12","Chrome","139.0",2,2,0,2,2
"2026-02-12","Mobile App","",1,1,0,1,1
"2026-02-12","Chrome","144.0",1,1,0,1,1
"2026-02-12","Chrome","125.0",1,1,0,1,1
"2026-02-12","Chrome","143.0",1,1,12,0,1
"2026-02-13","Firefox","5.0",1,1,0,1,1
"2026-02-13","Chrome","139.0",2,2,0,2,2
"2026-02-13","Chrome","144.0",1,1,0,1,1
"2026-02-13","Microsoft Edge","144.0",1,1,105,0,1
"2026-02-13","Safari","26.2",1,1,0,1,1
"2026-02-14","Chrome","139.0",2,2,0,2,2
"2026-02-15","Chrome","144.0",2,2,0,2,2
"2026-02-15","Safari","26.2",1,1,0,1,1
"2026-02-16","Chrome","139.0",1,1,0,1,1
"2026-02-16","Safari","26.2",1,1,0,1,1
"2026-02-17","Chrome","144.0",2,2,0,2,2
"2026-02-18","Chrome","139.0",2,2,0,2,2
"2026-02-18","Chrome","144.0",4,4,20,3,5
"2026-02-18","Safari","26.2",1,1,41,0,1
"2026-02-19","Safari","26.3",1,1,0,1,1
"2026-02-19","Chrome","139.0",1,1,0,1,1
"2026-02-19","Chrome","92.0",1,1,0,0,2
"2026-02-19","Mobile App","",2,2,0,2,2
"2026-02-19","Chrome","132.0",1,1,0,1,1
"2026-02-19","Safari","26.2",1,1,0,1,1
"2026-02-19","Chrome","143.0",1,1,0,1,1
"2026-02-19","Chrome","125.0",1,1,0,1,1
"2026-02-20","Chrome","58.0",1,1,0,1,1
"2026-02-20","Chrome","52.0",1,1,0,1,1
"2026-02-20","Chrome","56.0",1,1,0,1,1
"2026-02-20","Chrome","139.0",4,4,0,4,4
"2026-02-20","Chrome","54.0",1,1,0,1,1
"2026-02-20","Chrome","50.0",1,1,0,1,1
"2026-02-20","Chrome","47.0",2,2,0,2,2
"2026-02-20","Mobile App","",1,1,0,1,1
"2026-02-20","Chrome","41.0",2,2,0,2,2
"2026-02-20","Chrome","45.0",1,1,0,1,1
"2026-02-20","Chrome","144.0",3,3,6,2,4
"2026-02-20","Chrome","55.0",1,1,0,1,1
"2026-02-20","Chrome","59.0",1,1,0,1,1
"2026-02-20","Chrome","40.0",1,1,0,1,1
"2026-02-20","Chrome","145.0",2,2,0,2,2
"2026-02-20","Chrome","44.0",1,1,0,1,1
"2026-02-20","Chrome","46.0",1,1,0,1,1
"2026-02-20","Firefox","147.0",1,1,0,1,1
"2026-02-20","Chrome","42.0",1,1,0,1,1
"2026-02-20","Chrome","143.0",1,1,0,1,1
"2026-02-21","Chrome","139.0",1,1,0,1,1
"2026-02-21","Chrome","142.0",1,1,0,1,1
"2026-02-21","Mobile App","",1,1,0,1,1
"2026-02-21","Chrome","125.0",1,1,0,0,2
"2026-02-21","Chrome","145.0",1,1,1201,0,2
"2026-02-22","Firefox","5.0",1,1,0,1,1
"2026-02-22","Chrome","125.0",1,1,0,1,1
"2026-02-22","Chrome","117.0",1,1,0,1,1
"2026-02-23","Chrome","139.0",2,2,0,2,2
"2026-02-23","Mobile App","",1,1,0,1,1
"2026-02-23","Chrome","144.0",1,1,44,0,4
"2026-02-24","Chrome","144.0",2,2,14,0,5
"2026-02-24","Chrome","145.0",1,1,0,1,1
"2026-02-25","Chrome","139.0",1,1,0,1,1
"2026-02-25","Safari","18.6",1,1,105,0,2
"2026-02-25","Chrome","143.0",1,1,2428,0,5
"2026-02-25","Chrome","145.0",1,1,339,0,2
"2026-02-26","Chrome","139.0",1,1,0,1,1
"2026-02-26","","",1,1,0,1,1
"2026-02-26","Chrome","144.0",1,1,9,0,3
"2026-02-26","Chrome","138.0",1,1,0,1,1
"2026-02-26","Safari","18.6",1,1,0,1,1
"2026-02-26","Chrome","143.0",1,1,201,0,4
"2026-02-26","Chrome","145.0",1,1,0,1,1
"2026-02-27","Chrome","139.0",2,2,0,2,2
"2026-02-27","","",1,1,12,0,2
"2026-02-27","Chrome","145.0",2,2,0,2,2
"2026-02-28","Chrome","138.0",4,4,0,4,4
"2026-02-28","Chrome","144.0",2,2,1095,1,3
"2026-02-28","Firefox","148.0",1,1,338,0,4
"2026-02-28","Chrome","139.0",1,1,0,1,1
"2026-03-01","","",3,3,0,3,3
"2026-03-01","Chrome","138.0",2,2,0,2,2
"2026-03-01","Safari","26.1",1,1,0,1,1
"2026-03-01","Safari","26.3",1,1,0,1,1
"2026-03-01","Chrome","139.0",1,1,0,1,1
"2026-03-02","Chrome","145.0",3,3,0,3,3
"2026-03-02","Chrome","132.0",1,1,0,1,1
"2026-03-02","Chrome","139.0",3,3,0,3,3
"2026-03-03","Chrome","145.0",1,1,12,0,4
"2026-03-03","Chrome","139.0",1,1,0,1,1
"2026-03-04","Chrome","145.0",2,2,0,2,2
"2026-03-04","Chrome","117.0",2,2,0,2,2
"2026-03-04","Chrome","138.0",1,1,0,1,1
"2026-03-04","Safari","18.6",1,1,0,1,1
"2026-03-04","Chrome","139.0",1,1,0,1,1
"2026-03-04","Safari","26.3",1,1,0,1,1
"2026-03-05","Microsoft Edge","145.0",1,1,789,0,2
"2026-03-05","Chrome","145.0",1,1,0,1,1
"2026-03-05","Chrome","117.0",2,2,0,2,2
"2026-03-05","Chrome","79.0",1,1,0,1,1
"2026-03-05","Chrome","139.0",5,5,0,5,5
"2026-03-06","Chrome","145.0",1,1,0,1,1
"2026-03-06","","",1,1,0,1,1
"2026-03-06","Chrome","142.0",1,1,0,1,1
"2026-03-06","Chrome","139.0",4,4,0,4,4
"2026-03-07","Chrome","145.0",1,1,0,1,1
"2026-03-07","","",1,1,0,1,1
"2026-03-07","Chrome","139.0",3,3,0,3,3
"2026-03-08","Chrome","117.0",1,1,0,1,1
"2026-03-08","Chrome","145.0",2,2,204,1,3
"2026-03-08","Chrome","138.0",1,1,0,1,1
"2026-03-08","Chrome","144.0",1,1,0,1,1
"2026-03-08","","",1,2,0,2,2
"2026-03-08","Chrome","139.0",1,1,0,1,1
"2026-03-09","Chrome","145.0",3,4,1001,1,14
"2026-03-09","","",1,1,0,1,1
"2026-03-09","Chrome","144.0",1,1,6,0,2
"2026-03-09","Chrome","142.0",2,2,0,2,2
"2026-03-09","Safari","26.3",1,1,0,1,1
"2026-03-09","Safari","13.0",1,1,0,1,1
"2026-03-09","Chrome","139.0",1,1,0,1,1
"2026-03-10","Chrome","145.0",7,7,0,7,7
"2026-03-10","Safari","26.0",2,2,0,2,2
"2026-03-10","Safari","18.0",1,1,681,0,2
"2026-03-10","Safari","26.1",1,1,0,1,1
"2026-03-10","Safari","17.2",1,1,10,0,3
"2026-03-10","Chrome","139.0",1,1,0,1,1
"2026-03-10","Safari","13.0",10,10,0,10,10
"2026-03-11","Chrome","99.0",1,1,0,1,1
"2026-03-11","Chrome","145.0",1,1,0,1,1
"2026-03-11","Safari","15.4",1,1,0,1,1
"2026-03-11","Safari","26.1",1,1,0,1,1
"2026-03-11","Chrome","139.0",1,1,0,1,1
"2026-03-12","Chrome","145.0",1,1,0,1,1
"2026-03-12","Safari","26.2",1,1,0,1,1
"2026-03-12","Chrome","138.0",1,1,0,1,1
"2026-03-12","Chrome","142.0",1,1,0,1,1
"2026-03-12","Safari","26.3",1,1,0,1,1
"2026-03-13","Chrome","145.0",1,1,0,1,1
"2026-03-13","Safari","26.2",1,1,0,1,1
"2026-03-13","Chrome","144.0",2,2,0,2,2
"2026-03-13","Chrome","133.0",1,1,0,1,1
"2026-03-13","Safari","26.3",1,1,0,1,1
"2026-03-13","Safari","18.7",1,1,0,1,1
"2026-03-13","Safari","26.1",1,1,54,0,2
"2026-03-13","","",1,1,0,1,1
"2026-03-14","Chrome","145.0",3,3,0,3,3
"2026-03-14","Chrome","69.0",1,1,0,1,1
"2026-03-14","Safari","26.2",2,2,0,2,2
"2026-03-14","Firefox","148.0",1,1,0,1,1
"2026-03-14","Chrome","142.0",2,2,0,2,2
"2026-03-14","Chrome","139.0",1,1,0,1,1
"2026-03-14","","",2,2,0,2,2
"2026-03-14","Microsoft Edge","146.0",1,1,0,1,1
"2026-03-15","Chrome","145.0",2,2,0,2,2
"2026-03-15","Chrome","138.0",2,2,0,2,2
"2026-03-15","Mobile App","",1,1,0,1,1
"2026-03-15","Chrome","139.0",1,1,0,1,1
"2026-03-15","Safari","26.3",2,2,3,1,3
"2026-03-15","Safari","18.5",1,1,0,1,1
"2026-03-16","Microsoft Edge","145.0",2,2,0,2,2
"2026-03-16","Chrome","145.0",2,2,0,2,2
"2026-03-16","Chrome","139.0",1,1,0,1,1
"2026-03-16","Safari","26.3",1,1,0,1,1
"2026-03-16","Chrome","142.0",2,2,0,2,2
"2026-03-16","Chrome","146.0",1,1,0,1,1
"2026-03-17","Chrome","145.0",1,1,0,1,1
"2026-03-17","Chrome","91.0",3,3,0,3,3
"2026-03-17","","",1,1,0,1,1
"2026-03-17","Chrome","139.0",1,1,0,1,1
"2026-03-17","Safari","18.5",1,1,0,1,1
"2026-03-17","Chrome","142.0",2,2,0,2,2
"2026-03-18","Safari","26.2",1,1,0,1,1
"2026-03-18","Safari","18.6",1,1,0,1,1
"2026-03-18","Chrome","145.0",1,1,0,1,1
"2026-03-18","Chrome","131.0",1,1,0,1,1
"2026-03-18","Safari","26.3",3,3,42,2,4
"2026-03-18","Chrome","142.0",4,4,0,4,4
"2026-03-19","Microsoft Edge","146.0",1,1,0,1,1
"2026-03-19","Chrome","69.0",1,1,0,1,1
"2026-03-19","Chrome","138.0",1,1,0,1,1
"2026-03-19","Chrome","145.0",1,1,0,1,1
"2026-03-19","","",2,2,0,2,2
"2026-03-19","Microsoft Edge","129.0",1,1,0,1,1
"2026-03-19","Chrome","139.0",1,1,0,1,1
"2026-03-19","Chrome","142.0",3,3,0,3,3
"2026-03-20","Microsoft Edge","146.0",2,2,0,2,2
"2026-03-20","Chrome","139.0",1,1,0,1,1
"2026-03-20","Chrome","146.0",3,3,0,3,3
"2026-03-20","Chrome","142.0",5,5,0,5,5
"2026-03-21","Chrome","69.0",1,1,0,1,1
"2026-03-21","","",2,2,0,2,2
"2026-03-21","Chrome","131.0",1,1,0,1,1
"2026-03-21","Safari","18.3",1,1,0,1,1
"2026-03-21","Chrome","83.0",1,1,0,1,1
"2026-03-21","Chrome","146.0",4,5,1310,2,20
"2026-03-21","Chrome","142.0",3,3,0,3,3
"2026-03-21","Mobile App","",1,1,0,1,1
"2026-03-22","Safari","26.2",1,1,0,1,1
"2026-03-22","Safari","26.0",1,1,0,1,1
"2026-03-22","","",2,2,0,2,2
"2026-03-22","Opera","128.0",1,1,0,1,1
"2026-03-22","Safari","26.3",2,2,0,2,2
"2026-03-22","Microsoft Edge","146.0",3,3,0,3,3
"2026-03-22","Safari","18.7",1,2,0,2,2
"2026-03-22","Chrome","131.0",2,2,0,2,2
"2026-03-22","Chrome","103.0",1,1,0,1,1
"2026-03-22","Chrome","139.0",1,1,0,1,1
"2026-03-22","Chrome","120.0",1,1,0,1,1
"2026-03-22","Mobile App","",2,2,0,2,2
"2026-03-22","Chrome","142.0",2,2,0,2,2
"2026-03-22","Chrome","116.0",1,1,0,1,1
"2026-03-22","Chrome","146.0",3,3,0,3,3
"2026-03-23","Chrome","57.0",1,1,0,1,1
"2026-03-23","Chrome","145.0",2,2,0,2,2
"2026-03-23","Safari","26.3",1,1,185,0,3
"2026-03-23","Safari","18.3",2,2,0,2,2
"2026-03-23","Chrome","54.0",1,1,0,1,1
"2026-03-23","Chrome","139.0",1,1,0,1,1
"2026-03-23","Chrome","56.0",2,2,0,2,2
"2026-03-23","Microsoft Edge","146.0",2,2,0,2,2
"2026-03-23","Opera","95.0",2,2,0,2,2
"2026-03-23","Chrome","116.0",1,1,0,1,1
"2026-03-23","Chrome","142.0",1,1,0,1,1
"2026-03-23","Chrome","47.0",3,3,0,3,3
"2026-03-23","Chrome","146.0",3,3,0,3,3
"2026-03-24","Safari","26.2",1,1,0,1,1
"2026-03-24","Chrome","138.0",2,2,0,2,2
"2026-03-24","Chrome","69.0",1,1,0,1,1
"2026-03-24","Chrome","103.0",3,3,0,3,3
"2026-03-24","Chrome","133.0",1,1,0,1,1
"2026-03-24","Chrome","139.0",1,1,0,1,1
"2026-03-24","Chrome","107.0",1,1,0,1,1
"2026-03-24","Chrome","105.0",1,1,0,1,1
"2026-03-24","Safari","26.3",1,1,0,1,1
"2026-03-24","Chrome","131.0",1,1,0,1,1
"2026-03-24","Chrome","142.0",3,3,0,3,3
"2026-03-24","Chrome","116.0",1,1,0,1,1
"2026-03-24","Chrome","112.0",1,1,0,1,1
"2026-03-24","Chrome","146.0",5,6,0,6,6
"2026-03-24","","",2,2,0,2,2
"2026-03-24","Chrome","120.0",2,2,0,2,2
"2026-03-24","Chrome","110.0",2,2,0,2,2
"2026-03-24","Chrome","124.0",1,1,0,1,1
"2026-03-25","Chrome","104.0",3,3,0,3,3
"2026-03-25","Chrome","108.0",1,1,0,1,1
"2026-03-25","Safari","18.6",3,3,346,2,4
"2026-03-25","Chrome","138.0",1,1,0,1,1
"2026-03-25","Safari","26.2",1,2,0,2,2
"2026-03-25","Chrome","69.0",1,1,0,1,1
"2026-03-25","Chrome","145.0",1,1,0,1,1
"2026-03-25","Chrome","117.0",2,2,0,2,2
"2026-03-25","Chrome","133.0",1,1,0,1,1
"2026-03-25","Chrome","103.0",3,3,0,3,3
"2026-03-25","Chrome","109.0",1,1,0,1,1
