"date","entry_page","visitors","entrances","visit_duration","bounces","pageviews"
"2026-03-27","/destinations/beijing/beijing-capital-airport-express-guide/",1,1,0,1,1
"2026-03-27","/tag/ceramic-art/",1,1,0,1,1
"2026-03-27","/tag/shanghai/",1,1,0,1,1
"2026-03-27","/destinations/jingdezhen/",1,1,0,1,1
"2026-03-27","/destinations/yunnan/yunnan-travel-guide-kunming-dali-lijiang/",1,1,0,1,1
"2026-03-27","/tag/high-speed-train/",1,1,0,1,1
"2026-03-27","/interests/food-drink/",1,1,0,1,1
"2026-03-27","/destinations/chengdu/chengdu-panda-volunteer-guide/",2,2,0,2,2
"2026-03-28","/interests/food-drink/xian-muslim-quarter-food-guide/",1,1,98,0,2
"2026-03-28","/destinations/shanghai/shanghai-french-concession-walking-guide/",1,1,0,1,1
"2026-03-28","/interests/water-towns/wuzhen-vs-tongli-suzhou-water-towns-guide/",1,1,0,1,1
"2026-03-28","/destinations/beijing/beijing-craft-beer-guide-hutongs/",1,1,0,1,1
"2026-03-28","/ressources/transport/china-laos-railway-guide-kunming-to-luang-prabang/",2,2,0,2,2
"2026-03-28","/tag/shanxi-province/",1,1,0,1,1
"2026-03-28","/ressources/transport/xiamen-gulangyu-ferry-guide-foreigners/",2,2,0,2,2
"2026-03-28","/ressources/transport/beijing-to-shanghai-train-vs-flight/",1,1,0,1,1
"2026-03-28","/tag/rishengchang-bank/",1,1,0,1,1
"2026-03-28","/tag/esim/",1,1,0,1,1
"2026-03-28","/tag/china-hiking/",1,1,0,1,1
"2026-03-28","/ressources/money-costs/china-travel-cost-guide-2026/",1,1,0,1,1
"2026-03-28","/destinations/beijing/beijing-hutong-food-guide/",1,1,0,1,1
"2026-03-28","/destinations/anhui/china-travel-tips-anhui-tea-trail/",1,1,0,1,1
"2026-03-28","/ressources/apps-tech/china-travel-apps-guide-2026/",1,1,0,1,1
"2026-03-28","/destinations/chongqing/chongqing-metro-guide-travel-tips/",4,5,0,5,5
"2026-03-28","/destinations/guangxi/yangshuo/cycling-yulong-river-yangshuo-guide/",1,1,232,0,2
"2026-03-28","/tag/fanjingshan/",1,1,0,1,1
"2026-03-29","/ressources/transport/beijing-shanghai-high-speed-train-guide/",1,1,0,1,1
"2026-03-29","/destinations/beijing/beijing-hutong-food-guide/",1,1,0,1,1
"2026-03-29","/ressources/apps-tech/china-travel-apps-guide-2026/",1,1,0,1,1
"2026-03-29","/interests/food-drink/xian-night-market-guide-china/",1,1,0,1,1
"2026-03-29","/tag/jiangkou/",1,1,0,1,1
"2026-03-29","/ressources/money-costs/china-travel-cost-guide-2026/",2,2,904,1,6
"2026-03-29","/destinations/beijing/beijing-capital-airport-express-guide/",1,1,0,1,1
"2026-03-29","/destinations/chengdu/chengdu-metro-guide-tourist-tips/",1,1,0,1,1
"2026-03-29","/",3,3,26,2,5
"2026-03-29","/destinations/jingdezhen/jingdezhen-travel-guide-china/",2,2,0,2,2
"2026-03-29","/destinations/shanghai/shanghai-day-trips-high-speed-rail-guide/",1,1,0,1,1
"2026-03-29","/tag/zhaisha-dong-village/",1,1,0,1,1
"2026-03-29","/destinations/shanghai/shanghai-french-concession-walking-guide/",1,1,0,1,1
"2026-03-29","/tag/china-travel-2026/",1,1,9,0,2
"2026-03-29","/destinations/sichuan/china-travel-tips-western-sichuan-guide/",1,1,0,1,1
"2026-03-29","/tag/plank-walk-in-the-sky/",1,1,0,1,1
"2026-03-30","/ressources/safety/first-time-travel-china-solo-female/",1,1,0,1,1
"2026-03-30","/destinations/tibet/tibet-train-travel-guide/",1,1,0,1,1
"2026-03-30","/destinations/hangzhou/hiking-meijiawu-tea-village-hangzhou/",1,1,0,1,1
"2026-03-30","/tag/dujiangyan-panda-base/",1,1,0,1,1
"2026-03-30","/tag/suji-ancient-town/",1,1,0,1,1
"2026-03-30","/tag/sichuan-travel/",1,1,0,1,1
"2026-03-30","/destinations/beijing/beijing-capital-airport-express-guide/",3,3,0,3,3
"2026-03-30","/destinations/beijing/beijing-hutong-food-guide/",1,1,0,1,1
"2026-03-30","/ressources/transport/xiamen-gulangyu-ferry-guide-foreigners/",2,2,0,2,2
"2026-03-30","/ressources/apps-tech/china-travel-apps-guide-2026/",1,1,0,1,1
"2026-03-30","/destinations/chengdu/sanxingdui-museum-guide-chengdu/",2,2,0,2,2
"2026-03-30","/tag/mount-emei/",1,1,0,1,1
"2026-03-30","/tag/hua-shan/",1,1,0,1,1
"2026-03-30","/destinations/hainan/hainan-coastal-highway-road-trip-itinerary/",1,1,0,1,1
"2026-03-30","/tag/leshan-giant-buddha/",1,1,0,1,1
"2026-03-30","/ressources/money-costs/china-travel-cost-guide-2026/",1,1,0,1,1
"2026-03-30","/tag/chengdu/",1,1,0,1,1
"2026-03-30","/tag/shaanxi/",1,1,0,1,1
"2026-03-30","/tag/china-high-speed-rail/",1,1,0,1,1
"2026-03-30","/tag/high-speed-rail-china/",1,1,0,1,1
"2026-03-30","/",3,3,52,2,5
"2026-03-30","/interests/water-towns/wuzhen-vs-tongli-suzhou-water-towns-guide/",3,3,0,3,3
"2026-03-30","/ressources/budget-logistics/china-travel-tips-family-budget-cost/",1,1,0,1,1
"2026-03-30","/destinations/shanghai/shanghai-day-trips-high-speed-rail-guide/",2,2,0,2,2
"2026-03-30","/tag/red-clouds-golden-summit/",1,1,0,1,1
"2026-03-30","/tag/china-budget-travel/",1,1,0,1,1
"2026-03-30","/ressources/transport/china-laos-railway-guide-kunming-to-luang-prabang/",1,1,0,1,1
"2026-03-30","/interests/nature-hiking/fanjingshan-travel-guide-guizhou/",2,2,23,1,3
"2026-03-30","/destinations/yunnan/kunming/kunming-travel-guide-china-itinerary/",1,1,0,1,1
"2026-03-30","/destinations/jingdezhen/jingdezhen-travel-guide-china/",1,1,0,1,1
"2026-03-30","/destinations/xinjiang/china-travel-tips-xinjiang-road-trip-2026/",1,1,0,1,1
"2026-03-30","/tag/tongren/",1,1,0,1,1
"2026-03-31","/destinations/beijing/beijing-capital-airport-express-guide/",3,3,0,3,3
"2026-03-31","/ressources/transport/xiamen-gulangyu-ferry-guide-foreigners/",1,1,0,1,1
"2026-03-31","/tag/13-year/",1,1,0,1,1
"2026-03-31","/destinations/chengdu/sanxingdui-museum-guide-chengdu/",1,1,0,1,1
"2026-03-31","/destinations/hainan/hainan-travel-guide-yanoda-wuzhishan-hiking/",2,2,0,2,2
"2026-03-31","/ressources/apps-tech/china-travel-tips-hema-freshippo-guide-2026/",1,1,237,0,3
"2026-03-31","/",1,1,0,1,1
"2026-03-31","/tag/xian-travel/",1,1,0,1,1
"2026-03-31","/ressources/budget-logistics/china-travel-tips-family-budget-cost/",1,1,0,1,1
"2026-03-31","/tag/guizhou-travel/",1,1,0,1,1
"2026-03-31","/destinations/zhangjiajie/china-travel-tips-zhangjiajie-gates-2026/",1,1,364,0,4
"2026-03-31","/destinations/shanghai/where-to-stay-shanghai-first-time-guide/",3,3,0,3,3
"2026-03-31","/ressources/money-costs/china-travel-cost-guide-2026/",1,1,0,1,1
"2026-03-31","/destinations/xian/xian-3-day-itinerary-travel-tips/",2,2,0,2,2
"2026-03-31","/ressources/transport/china-high-speed-rail-guide/",1,1,400,0,3
"2026-03-31","/destinations/beijing/beijing-hutong-food-guide/",1,1,0,1,1
"2026-04-01","/tag/high-speed-rail/",1,1,0,1,1
"2026-04-01","/ressources/transport/china-laos-railway-guide-kunming-to-luang-prabang/",1,1,0,1,1
"2026-04-01","/interests/food-drink/xian-night-market-guide-china/",1,1,0,1,1
"2026-04-01","/ressources/transport/air-travel/china-travel-tips-airport-transfer-2026/",1,1,0,1,1
"2026-04-01","/ressources/apps-tech/china-travel-apps-guide-2026/",1,1,0,1,1
"2026-04-01","/destinations/guangxi/yangshuo/cycling-yulong-river-yangshuo-guide/",1,1,0,1,1
"2026-04-01","/interests/culture-history/songzanlin-monastery-guide-shangri-la/",1,1,0,1,1
"2026-04-01","/tag/maritime-silk-road/",1,1,0,1,1
"2026-04-01","/destinations/zhangjiajie/china-travel-tips-zhangjiajie-gates-2026/",1,1,0,1,1
"2026-04-01","/tag/gaotie/",1,1,0,1,1
"2026-04-01","/destinations/shanghai/shanghai-metro-guide-travel-tips/",1,1,0,1,1
"2026-04-01","/interests/nature-hiking/fanjingshan-travel-guide-guizhou/",1,1,1759,0,15
"2026-04-01","/tag/muslim-quarter/",1,1,0,1,1
"2026-04-01","/tag/great-leap-brewing/",1,1,0,1,1
"2026-04-01","/ressources/money-costs/china-travel-cost-guide-2026/",1,1,0,1,1
"2026-04-01","/destinations/chengdu/chengdu-metro-guide-tourist-tips/",1,1,0,1,1
"2026-04-01","/tag/public-transportation/",1,1,0,1,1
"2026-04-01","/ressources/transport/xiamen-gulangyu-ferry-guide-foreigners/",1,1,0,1,1
"2026-04-01","/tag/yongxing-fang/",1,1,0,1,1
"2026-04-01","/interests/water-towns/wuzhen-vs-tongli-suzhou-water-towns-guide/",1,1,0,1,1
"2026-04-01","/destinations/shanghai/shanghai-french-concession-walking-guide/",3,6,366,5,7
"2026-04-01","/tag/travel-apps/",1,1,0,1,1
"2026-04-01","/ressources/apps-tech/china-travel-tips-hema-freshippo-guide-2026/",1,1,0,1,1
"2026-04-02","/ressources/apps-tech/china-travel-tips-hema-freshippo-guide-2026/",1,1,0,1,1
"2026-04-02","/tag/apple-maps-china/",1,1,0,1,1
"2026-04-02","/tag/beijing-to-shanghai/",1,1,0,1,1
"2026-04-02","/tag/vientiane/",1,1,0,1,1
"2026-04-02","/destinations/shenzhen/dapeng-peninsula-hiking-guide/",1,2,0,2,2
"2026-04-02","/destinations/shanghai/shanghai-french-concession-walking-guide/",3,3,0,3,3
"2026-04-02","/tag/lcr-ticket-app/",1,1,0,1,1
"2026-04-02","/ressources/transport/terracotta-warriors-diy-guide-tickets-scams/",1,1,0,1,1
"2026-04-02","/destinations/guangxi/4-day-guilin-yangshuo-itinerary/",1,1,355,0,2
"2026-04-02","/tag/12306-app/",1,1,0,1,1
"2026-04-02","/interests/nature-hiking/fanjingshan-travel-guide-guizhou/",1,1,0,1,1
"2026-04-02","/tag/12306/",1,1,0,1,1
"2026-04-02","/destinations/beijing/beijing-capital-airport-express-guide/",1,1,0,1,1
"2026-04-02","/destinations/shanghai/where-to-stay-shanghai-first-time-guide/",1,1,0,1,1
"2026-04-02","/tag/d887-train/",1,1,0,1,1
"2026-04-02","/ressources/transport/beijing-shanghai-high-speed-train-guide/",1,1,0,1,1
"2026-04-02","/interests/food-drink/xian-night-market-guide-china/",1,1,0,1,1
"2026-04-02","/destinations/beijing/beijing-hutong-food-guide/",1,1,0,1,1
"2026-04-03","/ressources/transport/china-high-speed-train-guide-booking-tips/",1,1,0,1,1
"2026-04-03","/interests/nature-hiking/fanjingshan-travel-guide-guizhou/",1,1,0,1,1
"2026-04-03","/interests/food-drink/xian-muslim-quarter-food-guide/",1,1,0,1,1
"2026-04-03","/destinations/xinjiang/china-travel-tips-xinjiang-road-trip-2026/",2,2,0,2,2
"2026-04-03","/",5,5,2,4,7
"2026-04-03","/interests/food-drink/pingyao-ancient-city-guide/",1,1,0,1,1
"2026-04-03","/destinations/gansu/china-travel-tips-qinghai-gansu-loop/",3,3,0,3,3
"2026-04-03","/destinations/shenzhen/dapeng-peninsula-hiking-guide/",1,1,0,1,1
"2026-04-03","/interests/water-towns/wuzhen-vs-tongli-suzhou-water-towns-guide/",1,1,0,1,1
"2026-04-03","/tag/china-laos-railway/",1,1,0,1,1
"2026-04-03","/destinations/shanghai/where-to-stay-shanghai-first-time-guide/",2,2,0,2,2
"2026-04-03","/destinations/",1,1,29,0,3
"2026-04-03","/destinations/hangzhou/hiking-meijiawu-tea-village-hangzhou/",1,1,0,1,1
"2026-04-03","/ressources/transport/harbin-to-china-snow-town-guide/",1,1,0,1,1
"2026-04-03","/ressources/transport/xiamen-gulangyu-ferry-guide-foreigners/",2,2,0,2,2
"2026-04-03","/destinations/beijing/beijing-capital-airport-express-guide/",1,1,0,1,1
"2026-04-03","/ressources/transport/beijing-shanghai-high-speed-train-guide/",1,1,0,1,1
"2026-04-03","/interests/food-drink/xian-night-market-guide-china/",3,3,0,3,3
"2026-04-03","/ressources/apps-tech/china-travel-apps-guide-2026/",1,1,0,1,1
"2026-04-03","/destinations/guangxi/yangshuo/cycling-yulong-river-yangshuo-guide/",1,1,0,1,1
"2026-04-03","/tag/laos-visa/",1,1,0,1,1
"2026-04-03","/destinations/beijing/beijing-hutong-food-guide/",1,1,0,1,1
"2026-04-04","/interests/food-drink/xian-night-market-guide-china/",1,1,0,1,1
"2026-04-04","/interests/culture-history/songzanlin-monastery-guide-shangri-la/",1,1,0,1,1
"2026-04-04","/destinations/hong-kong/china-travel-tips-dragons-back-hong-kong-2026/",1,1,0,1,1
"2026-04-04","/tag/ancient-shu-kingdom/",1,1,0,1,1
"2026-04-04","/interests/nature-hiking/fanjingshan-travel-guide-guizhou/",1,1,0,1,1
"2026-04-04","/tag/chengdu-travel/",1,1,0,1,1
"2026-04-04","/tag/sanxingdui-museum/",1,1,0,1,1
"2026-04-04","/tag/144-hour-visa-free/",1,1,0,1,1
"2026-04-04","/tag/sichuan-province/",1,1,0,1,1
"2026-04-04","/destinations/zhangjiajie/china-travel-tips-zhangjiajie-gates-2026/",1,1,0,1,1
"2026-04-04","/ressources/transport/xiamen-gulangyu-ferry-guide-foreigners/",4,4,0,4,4
"2026-04-04","/destinations/beijing/beijing-capital-airport-express-guide/",1,1,0,1,1
"2026-04-04","/destinations/hangzhou/hangzhou-west-lake-china-travel-guide/",1,1,0,1,1
"2026-04-04","/ressources/apps-tech/china-travel-tips-hema-freshippo-guide-2026/",2,2,0,2,2
"2026-04-04","/destinations/yunnan/yunnan-mushroom-hotpot-guide-china/",1,1,0,1,1
"2026-04-04","/interests/food-drink/xian-muslim-quarter-food-guide/",1,1,0,1,1
"2026-04-04","/ressources/transport/harbin-to-china-snow-town-guide/",1,1,0,1,1
"2026-04-05","/tag/shaanxi-history-museum/",1,1,0,1,1
"2026-04-05","/destinations/yunnan/yunnan-mushroom-hotpot-guide-china/",1,1,0,1,1
"2026-04-05","/destinations/shanghai/shanghai-day-trips-high-speed-rail-guide/",1,1,0,1,1
"2026-04-05","/ressources/budget-logistics/china-travel-tips-family-budget-cost/",1,1,0,1,1
"2026-04-05","/destinations/chengdu/sanxingdui-museum-guide-chengdu/",1,1,0,1,1
"2026-04-05","/destinations/yunnan/yunnan-travel-guide-kunming-dali-lijiang/",1,1,0,1,1
"2026-04-05","/destinations/beijing/beijing-capital-airport-express-guide/",1,1,0,1,1
"2026-04-05","/ressources/transport/xiamen-gulangyu-ferry-guide-foreigners/",2,2,0,2,2
"2026-04-05","/tag/wechat-booking/",1,1,0,1,1
"2026-04-05","/destinations/beijing/beijing-craft-beer-guide-hutongs/",1,1,3524,0,3
"2026-04-05","/destinations/chengdu/chengdu-panda-volunteer-guide/",1,1,0,1,1
"2026-04-05","/destinations/shanghai/shanghai-museum-visitor-guide/",1,1,0,1,1
"2026-04-05","/ressources/apps-tech/china-travel-tips-hema-freshippo-guide-2026/",1,1,0,1,1
"2026-04-05","/interests/itineraries/",1,1,0,1,1
"2026-04-05","/tag/big-wild-goose-pagoda/",1,1,0,1,1
"2026-04-05","/interests/food-drink/xian-muslim-quarter-food-guide/",1,1,0,1,1
"2026-04-05","/destinations/shanghai/shanghai-french-concession-walking-guide/",3,3,0,3,3
"2026-04-05","/destinations/guangxi/yangshuo/cycling-yulong-river-yangshuo-guide/",1,1,0,1,1
"2026-04-05","/destinations/beijing/beijing-hutong-food-guide/",1,1,0,1,1
"2026-04-05","/ressources/apps-tech/china-travel-apps-guide-2026/",1,1,0,1,1
"2026-04-05","/tag/terracotta-warriors/",1,1,0,1,1
"2026-04-05","/destinations/guangxi/4-day-guilin-yangshuo-itinerary/",1,1,0,1,1
"2026-04-06","/interests/nature-hiking/hua-shan-hiking-guide-china/",2,2,0,2,2
"2026-04-06","/destinations/chengdu/sanxingdui-museum-guide-chengdu/",1,1,0,1,1
"2026-04-06","/destinations/hangzhou/hangzhou-west-lake-china-travel-guide/",1,1,0,1,1
"2026-04-06","/destinations/beijing/beijing-capital-airport-express-guide/",1,1,0,1,1
"2026-04-06","/ressources/transport/xiamen-gulangyu-ferry-guide-foreigners/",1,1,0,1,1
"2026-04-06","/destinations/beijing/beijing-hutong-food-guide/",1,1,0,1,1
"2026-04-06","/tag/xian-city-wall/",1,1,0,1,1
"2026-04-06","/interests/culture-history/songzanlin-monastery-guide-shangri-la/",1,1,0,1,1
"2026-04-06","/destinations/guangxi/yangshuo/cycling-yulong-river-yangshuo-guide/",2,2,0,2,2
"2026-04-06","/ressources/transport/china-laos-railway-guide-kunming-to-luang-prabang/",1,1,0,1,1
"2026-04-06","/destinations/shanghai/shanghai-french-concession-walking-guide/",2,2,0,2,2
"2026-04-06","/destinations/xinjiang/china-travel-tips-xinjiang-road-trip-2026/",2,2,0,2,2
"2026-04-06","/destinations/chengdu/chengdu-tcm-travel-guide-china/",1,1,294,0,2
"2026-04-06","/ressources/apps-tech/china-travel-tips-hema-freshippo-guide-2026/",2,3,0,3,3
"2026-04-06","/destinations/harbin/",1,1,0,1,1
"2026-04-06","/destinations/jingdezhen/jingdezhen-travel-guide-china/",3,3,0,3,3
"2026-04-07","/ressources/transport/china-travel-tips-shared-bikes-2026/",2,2,0,2,2
"2026-04-07","/ressources/apps-tech/china-travel-tips-internet-sim-vpn/",1,1,255,0,2
"2026-04-07","/destinations/beijing/beijing-capital-airport-express-guide/",1,1,0,1,1
"2026-04-07","/destinations/guangxi/yangshuo/cycling-yulong-river-yangshuo-guide/",3,3,0,3,3
"2026-04-07","/ressources/transport/xiamen-gulangyu-ferry-guide-foreigners/",3,4,0,4,4
"2026-04-07","/ressources/transport/beijing-to-shanghai-train-vs-flight/",1,1,0,1,1
"2026-04-07","/destinations/beijing/beijing-hutong-food-guide/",1,1,0,1,1
"2026-04-07","/ressources/transport/china-laos-railway-guide-kunming-to-luang-prabang/",2,2,0,2,2
"2026-04-07","/destinations/gansu/china-travel-tips-labrang-monastery-2026/",1,1,0,1,1
"2026-04-07","/destinations/sichuan/jiuzhaigou/jiuzhaigou-vs-huanglong-travel-guide/",1,1,0,1,1
"2026-04-07","/destinations/shanghai/shanghai-french-concession-walking-guide/",3,3,2322,2,6
"2026-04-07","/destinations/hainan/hainan-travel-guide-yanoda-wuzhishan-hiking/",1,1,0,1,1
"2026-04-07","/ressources/practical-tips/china-travel-tips-laundry-guide/",1,1,0,1,1
"2026-04-07","/interests/food-drink/xian-muslim-quarter-food-guide/",1,1,0,1,1
"2026-04-07","/",3,3,0,3,3
"2026-04-07","/destinations/",1,1,0,0,3
"2026-04-07","/destinations/beijing/first-time-china-travel-tips-great-wall-camping/",1,1,0,1,1
"2026-04-08","/tag/xiagu-cruise-terminal/",1,1,0,1,1
"2026-04-08","/",2,2,0,1,4
"2026-04-08","/interests/food-drink/is-xiamen-worth-visiting-travel-guide/",1,1,0,1,1
"2026-04-08","/ressources/budget-logistics/china-travel-tips-family-budget-cost/",3,3,0,3,3
"2026-04-08","/interests/water-towns/wuzhen-vs-tongli-suzhou-water-towns-guide/",1,1,0,1,1
"2026-04-08","/tag/dunhuang/",1,1,0,1,1
"2026-04-08","/destinations/shanghai/shanghai-french-concession-walking-guide/",1,1,0,1,1
"2026-04-08","/interests/food-drink/xian-muslim-quarter-food-guide/",1,1,0,1,1
"2026-04-08","/destinations/beijing/beijing-antique-markets-guide/",1,2,0,2,2
"2026-04-08","/tag/qinghai-gansu-loop/",1,1,0,1,1
"2026-04-08","/destinations/sichuan/jiuzhaigou/jiuzhaigou-vs-huanglong-travel-guide/",1,1,0,1,1
"2026-04-08","/destinations/yunnan/yunnan-mushroom-hotpot-guide-china/",2,2,0,2,2
"2026-04-08","/tag/gulangyu-island/",1,1,0,1,1
"2026-04-08","/ressources/practical-tips/china-travel-tips-laundry-guide/",1,1,759,0,2
"2026-04-08","/destinations/guangxi/yangshuo/cycling-yulong-river-yangshuo-guide/",1,1,0,1,1
"2026-04-08","/destinations/xian/xian-3-day-itinerary-travel-tips/",1,1,0,1,1
"2026-04-08","/destinations/zhangjiajie/china-travel-tips-zhangjiajie-gates-2026/",8,8,0,8,8
"2026-04-08","/destinations/tibet/7-day-tibet-itinerary-lhasa-everest/",1,1,0,1,1
"2026-04-08","/interests/nature-hiking/chongqing-wulong-karst-day-trip/",2,2,0,2,2
"2026-04-08","/tag/silk-road-china/",1,1,0,1,1
"2026-04-09","/destinations/shanghai/where-to-stay-shanghai-first-time-guide/",1,1,0,1,1
"2026-04-09","/destinations/beijing/beijing-hutong-food-guide/",1,1,0,1,1
"2026-04-09","/ressources/practical-guides/first-time-travel-china-luggage-shipping-guide/",1,1,0,1,1
"2026-04-09","/destinations/zhangjiajie/china-travel-tips-zhangjiajie-gates-2026/",1,1,0,1,1
"2026-04-09","/",2,2,0,2,2
"2026-04-09","/destinations/xian/xian-3-day-itinerary-travel-tips/",1,1,0,1,1
"2026-04-09","/destinations/chengdu/",1,1,354,0,4
"2026-04-09","/ressources/transport/hong-kong-guilin-high-speed-train-guide/",1,1,0,1,1
"2026-04-09","/ressources/money-costs/china-travel-cost-guide-2026/",1,1,0,1,1
"2026-04-09","/destinations/guangxi/4-day-guilin-yangshuo-itinerary/",1,1,0,1,1
"2026-04-09","/ressources/practical-tips/china-travel-tips-laundry-guide/",1,1,0,1,1
"2026-04-09","/destinations/hangzhou/hangzhou-west-lake-china-travel-guide/",1,1,0,1,1
"2026-04-09","/destinations/beijing/beijing-capital-airport-express-guide/",3,3,116,2,3
"2026-04-09","/ressources/transport/beijing-to-shanghai-train-vs-flight/",1,1,0,1,1
"2026-04-09","/destinations/shanghai/shanghai-french-concession-walking-guide/",1,1,131,0,2
"2026-04-09","/interests/food-drink/changsha-food-guide-china-travel-tips/",1,1,0,1,1
"2026-04-09","/destinations/xinjiang/china-travel-tips-xinjiang-road-trip-2026/",3,3,4134,1,15
"2026-04-09","/destinations/beijing/beijing-craft-beer-guide-hutongs/",1,1,0,1,1
"2026-04-09","/destinations/",1,1,0,1,1
"2026-04-09","/interests/food-drink/xian-muslim-quarter-food-guide/",1,1,0,1,1
"2026-04-09","/tag/144-hour-visa-free-transit/",1,1,0,1,1
"2026-04-09","/ressources/budget-logistics/china-travel-tips-family-budget-cost/",2,2,0,2,2
"2026-04-09","/tag/xiamen-travel/",1,1,0,1,1
"2026-04-10","/interests/nature-hiking/chongqing-wulong-karst-day-trip/",1,1,0,1,1
"2026-04-10","/destinations/chongqing/chongqing-metro-guide-travel-tips/",2,2,0,2,2
"2026-04-10","/destinations/guangdong/guangzhou/guangzhou-food-guide-beyond-dim-sum/",1,1,0,1,1
"2026-04-10","/ressources/budget-logistics/china-travel-tips-family-budget-cost/",1,1,0,1,1
"2026-04-10","/tag/mogao-caves/",1,1,0,1,1
"2026-04-10","/ressources/apps-tech/china-travel-tips-2026-translation-apps/",1,1,0,1,1
"2026-04-10","/destinations/chengdu/chengdu-modern-art-travel-guide/",1,1,0,1,1
"2026-04-10","/destinations/xinjiang/china-travel-tips-xinjiang-road-trip-2026/",3,4,1555,3,6
"2026-04-10","/destinations/shanghai/shanghai-french-concession-walking-guide/",1,1,0,1,1
"2026-04-10","/ressources/budget-logistics/",1,1,1174,0,3
"2026-04-10","/contact/",1,1,0,1,1
"2026-04-10","/ressources/apps-tech/china-travel-tips-hema-freshippo-guide-2026/",1,1,0,1,1
"2026-04-10","/ressources/apps-tech/",1,1,5,0,2
"2026-04-10","/interests/photography/dongchuan-red-land-travel-guide/",1,1,0,1,1
"2026-04-10","/destinations/chengdu/chengdu-metro-guide-tourist-tips/",1,1,1036,0,3
"2026-04-10","/ressources/safety/first-time-travel-china-solo-female/",1,1,0,1,1
"2026-04-10","/interests/food-drink/changsha-food-guide-china-travel-tips/",1,1,0,1,1
"2026-04-10","/ressources/transport/hong-kong-guilin-high-speed-train-guide/",1,1,0,1,1
"2026-04-10","/destinations/beijing/beijing-capital-airport-express-guide/",3,3,549,2,7
"2026-04-10","/destinations/guangxi/yangshuo/cycling-yulong-river-yangshuo-guide/",1,1,0,1,1
"2026-04-10","/ressources/practical-guides/first-time-travel-china-luggage-shipping-guide/",1,1,0,1,1
"2026-04-10","/ressources/transport/china-high-speed-rail-guide/",1,1,0,1,1
"2026-04-10","/",4,4,55,3,5
"2026-04-10","/destinations/guangdong/guangzhou/china-travel-tips-guangzhou-dim-sum/",2,2,0,2,2
"2026-04-10","/destinations/shenzhen/",1,1,0,1,1
"2026-04-10","/destinations/sichuan/",1,1,68,0,3
"2026-04-11","/destinations/shanghai/shanghai-day-trips-high-speed-rail-guide/",1,1,0,1,1
"2026-04-11","/ressources/budget-logistics/china-travel-tips-family-budget-cost/",2,2,0,2,2
"2026-04-11","/destinations/gansu/china-travel-tips-qinghai-gansu-loop/",1,1,0,1,1
"2026-04-11","/destinations/gansu/",1,1,0,1,1
"2026-04-11","/destinations/beijing/best-great-wall-sections-guide/",1,1,0,1,1
"2026-04-11","/ressources/transport/beijing-shanghai-train-vs-flight",1,1,0,0,1
"2026-04-11","/destinations/xinjiang/china-travel-tips-xinjiang-road-trip-2026/",1,1,0,1,1
"2026-04-11","/ressources/visas-permits/china-travel-tips-144-hour-visa-free-guide/",1,1,0,1,1
"2026-04-11","/destinations/shanghai/shanghai-french-concession-walking-guide/",3,3,0,3,3
"2026-04-11","/destinations/guangxi/yangshuo/cycling-yulong-river-yangshuo-guide/",2,2,0,2,2
"2026-04-11","/tag/sanqiutian-wharf/",1,1,0,1,1
"2026-04-11","/ressources/transport/china-travel-tips-shared-bikes-2026/",2,2,0,2,2
"2026-04-11","/destinations/beijing/beijing-capital-airport-express-guide/",1,1,0,1,1
"2026-04-11","/destinations/hangzhou/hangzhou-west-lake-china-travel-guide/",1,1,0,1,1
"2026-04-11","/ressources/apps-tech/china-travel-apps-guide-2026/",1,1,0,1,1
"2026-04-11","/ressources/transport/xiamen-gulangyu-ferry-guide-foreigners/",2,2,1900,1,3
"2026-04-11","/tag/zhangye-danxia/",1,1,0,1,1
"2026-04-11","/tag/xining/",1,1,0,1,1
"2026-04-11","/interests/food-drink/changsha-food-guide-china-travel-tips/",1,1,0,1,1
"2026-04-11","/ressources/practical-guides/first-time-travel-china-luggage-shipping-guide/",3,3,0,3,3
"2026-04-11","/",1,1,0,1,1
"2026-04-11","/destinations/beijing/beijing-craft-beer-guide-hutongs/",2,2,0,2,2
"2026-04-12","/ressources/practical-guides/first-time-travel-china-luggage-shipping-guide/",2,2,0,2,2
"2026-04-12","/destinations/tibet/tibet-travel-permits-guide-ttb-aliens-military/",1,1,0,1,1
"2026-04-12","/tag/neicuoao-wharf/",1,1,0,1,1
"2026-04-12","/destinations/zhangjiajie/china-travel-tips-zhangjiajie-gates-2026/",3,3,0,3,3
"2026-04-12","/destinations/shanghai/where-to-stay-shanghai-first-time-guide/",1,1,0,1,1
"2026-04-12","/destinations/guangxi/4-day-guilin-yangshuo-itinerary/",1,1,0,1,1
"2026-04-12","/ressources/transport/china-high-speed-rail-guide/",1,1,0,1,1
"2026-04-12","/ressources/practical-tips/china-travel-tips-public-toilets-guide/",1,1,0,1,1
"2026-04-12","/destinations/guangxi/yangshuo/cycling-yulong-river-yangshuo-guide/",1,1,0,1,1
"2026-04-12","/ressources/transport/beijing-shanghai-high-speed-train-guide/",1,1,0,1,1
"2026-04-12","/destinations/shanghai/shanghai-french-concession-walking-guide/",5,6,5,5,7
"2026-04-12","/destinations/chengdu/chengdu-hot-pot-china-travel-tips/",2,2,0,2,2
"2026-04-12","/destinations/zhangjiajie/zhangjiajie-to-fenghuang-travel-guide/",1,1,0,1,1
